repo,absolute_path,relative_path,branch_domain,source_type,canonicality,confidence,local_state,size_bytes
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/discovery/major_expansion_summary.json,data/generated/discovery/major_expansion_summary.json,OCP / recoverability core,artifact,supporting,high,tracked_clean,16263
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/discovery_mixer/discovery_mixer_demo_table.csv,data/generated/discovery_mixer/discovery_mixer_demo_table.csv,OCP / recoverability core,artifact,supporting,high,tracked_clean,713
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/discovery_mixer/discovery_mixer_summary.json,data/generated/discovery_mixer/discovery_mixer_summary.json,OCP / recoverability core,artifact,supporting,high,tracked_clean,39118
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/falsification/counterexample_catalog.csv,data/generated/falsification/counterexample_catalog.csv,OCP / recoverability core,artifact,supporting,high,tracked_clean,6746
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/falsification/falsification_summary.json,data/generated/falsification/falsification_summary.json,OCP / recoverability core,artifact,supporting,high,tracked_clean,1351
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/falsification/full_claim_audit.csv,data/generated/falsification/full_claim_audit.csv,OCP / recoverability core,artifact,supporting,high,tracked_clean,19006
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/figures/publication_figure_metrics.json,data/generated/figures/publication_figure_metrics.json,OCP / recoverability core,artifact,supporting,high,tracked_clean,1725
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/figures/publication_figure_validation.json,data/generated/figures/publication_figure_validation.json,OCP / recoverability core,artifact,supporting,high,tracked_clean,604
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/inventories/discovery_inventory.csv,data/generated/inventories/discovery_inventory.csv,OCP / recoverability core,artifact,supporting,high,tracked_clean,3389
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/inventories/repo_file_inventory.csv,data/generated/inventories/repo_file_inventory.csv,OCP / recoverability core,artifact,supporting,high,tracked_clean,50171
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/meta-theory/meta_classifier_invariants.csv,data/generated/meta-theory/meta_classifier_invariants.csv,OCP / recoverability core,artifact,supporting,high,tracked_clean,384
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/meta-theory/meta_classifier_invariants.json,data/generated/meta-theory/meta_classifier_invariants.json,OCP / recoverability core,artifact,supporting,high,tracked_clean,1581
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/next-phase/cfd_deep_dive.csv,data/generated/next-phase/cfd_deep_dive.csv,OCP / recoverability core,artifact,supporting,high,tracked_clean,1603
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/next-phase/dynamic_accumulation.csv,data/generated/next-phase/dynamic_accumulation.csv,OCP / recoverability core,artifact,supporting,high,tracked_clean,250
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/next-phase/fragility_full_rank.csv,data/generated/next-phase/fragility_full_rank.csv,OCP / recoverability core,artifact,supporting,high,tracked_clean,301
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/next-phase/fragility_rank_deficient.csv,data/generated/next-phase/fragility_rank_deficient.csv,OCP / recoverability core,artifact,supporting,high,tracked_clean,354
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/next-phase/generator_dynamics.csv,data/generated/next-phase/generator_dynamics.csv,OCP / recoverability core,artifact,supporting,high,tracked_clean,351
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/next-phase/next_phase_summary.json,data/generated/next-phase/next_phase_summary.json,OCP / recoverability core,artifact,supporting,high,tracked_clean,12594
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/next-phase/quantitative_profiles.csv,data/generated/next-phase/quantitative_profiles.csv,OCP / recoverability core,artifact,supporting,high,tracked_clean,733
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/next-phase/structure_classes.csv,data/generated/next-phase/structure_classes.csv,OCP / recoverability core,artifact,supporting,high,tracked_clean,451
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/recoverability/analytic_collapse_benchmark.csv,data/generated/recoverability/analytic_collapse_benchmark.csv,OCP / recoverability core,artifact,supporting,high,tracked_clean,6318
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/recoverability/analytic_noise_lower_bound.csv,data/generated/recoverability/analytic_noise_lower_bound.csv,OCP / recoverability core,artifact,supporting,high,tracked_clean,210
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/recoverability/control_minimal_complexity_sweep.csv,data/generated/recoverability/control_minimal_complexity_sweep.csv,OCP / recoverability core,artifact,supporting,high,tracked_clean,1174
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/recoverability/diagonal_functional_complexity_sweep.csv,data/generated/recoverability/diagonal_functional_complexity_sweep.csv,OCP / recoverability core,artifact,supporting,high,tracked_clean,5115
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/recoverability/diagonal_polynomial_threshold_sweep.csv,data/generated/recoverability/diagonal_polynomial_threshold_sweep.csv,OCP / recoverability core,artifact,supporting,high,tracked_clean,3470
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/recoverability/functional_observability_sweep.csv,data/generated/recoverability/functional_observability_sweep.csv,OCP / recoverability core,artifact,supporting,high,tracked_clean,1654
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/recoverability/periodic_cutoff_sweep.csv,data/generated/recoverability/periodic_cutoff_sweep.csv,OCP / recoverability core,artifact,supporting,high,tracked_clean,382
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/recoverability/periodic_functional_complexity_sweep.csv,data/generated/recoverability/periodic_functional_complexity_sweep.csv,OCP / recoverability core,artifact,supporting,high,tracked_clean,1305
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/recoverability/periodic_protected_complexity_sweep.csv,data/generated/recoverability/periodic_protected_complexity_sweep.csv,OCP / recoverability core,artifact,supporting,high,tracked_clean,1140
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/recoverability/periodic_threshold_stress_sweep.csv,data/generated/recoverability/periodic_threshold_stress_sweep.csv,OCP / recoverability core,artifact,supporting,high,tracked_clean,2496
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/recoverability/periodic_velocity_sweep.csv,data/generated/recoverability/periodic_velocity_sweep.csv,OCP / recoverability core,artifact,supporting,high,tracked_clean,331
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/recoverability/pvrt_linear_stability_example.csv,data/generated/recoverability/pvrt_linear_stability_example.csv,OCP / recoverability core,artifact,supporting,high,tracked_clean,921
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/recoverability/pvrt_same_rank_counterexample.csv,data/generated/recoverability/pvrt_same_rank_counterexample.csv,OCP / recoverability core,artifact,supporting,high,tracked_clean,84
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/recoverability/qubit_record_sweep.csv,data/generated/recoverability/qubit_record_sweep.csv,OCP / recoverability core,artifact,supporting,high,tracked_clean,836
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/recoverability/recoverability_summary.json,data/generated/recoverability/recoverability_summary.json,OCP / recoverability core,artifact,supporting,high,tracked_clean,236061
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/structural_discovery/structural_discovery_demo_table.csv,data/generated/structural_discovery/structural_discovery_demo_table.csv,OCP / recoverability core,artifact,supporting,high,tracked_clean,2175
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/structural_discovery/structural_discovery_summary.json,data/generated/structural_discovery/structural_discovery_summary.json,OCP / recoverability core,artifact,supporting,high,tracked_clean,23226
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/unified-recoverability/candidate_library_budget_witnesses.csv,data/generated/unified-recoverability/candidate_library_budget_witnesses.csv,OCP / recoverability core,artifact,supporting,high,tracked_clean,667
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/unified-recoverability/canonical_model_mismatch.csv,data/generated/unified-recoverability/canonical_model_mismatch.csv,OCP / recoverability core,artifact,supporting,high,tracked_clean,400
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/unified-recoverability/control_exact_vs_asymptotic_split.csv,data/generated/unified-recoverability/control_exact_vs_asymptotic_split.csv,OCP / recoverability core,artifact,supporting,high,tracked_clean,295
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/unified-recoverability/control_regime_hierarchy.csv,data/generated/unified-recoverability/control_regime_hierarchy.csv,OCP / recoverability core,artifact,supporting,high,tracked_clean,266
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/unified-recoverability/coordinate_rank_enumeration.csv,data/generated/unified-recoverability/coordinate_rank_enumeration.csv,OCP / recoverability core,artifact,supporting,high,tracked_clean,263
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/unified-recoverability/decision_layer_examples.csv,data/generated/unified-recoverability/decision_layer_examples.csv,OCP / recoverability core,artifact,supporting,high,tracked_clean,3707
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/unified-recoverability/decision_layer_summary.json,data/generated/unified-recoverability/decision_layer_summary.json,OCP / recoverability core,artifact,supporting,high,tracked_clean,6413
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/unified-recoverability/family_enlargement_false_positive.csv,data/generated/unified-recoverability/family_enlargement_false_positive.csv,OCP / recoverability core,artifact,supporting,high,tracked_clean,417
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/unified-recoverability/model_mismatch_stress.csv,data/generated/unified-recoverability/model_mismatch_stress.csv,OCP / recoverability core,artifact,supporting,high,tracked_clean,366
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/unified-recoverability/noisy_restricted_linear_hierarchy.csv,data/generated/unified-recoverability/noisy_restricted_linear_hierarchy.csv,OCP / recoverability core,artifact,supporting,high,tracked_clean,336
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/unified-recoverability/periodic_refinement_false_positive.csv,data/generated/unified-recoverability/periodic_refinement_false_positive.csv,OCP / recoverability core,artifact,supporting,high,tracked_clean,385
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/unified-recoverability/periodic_same_record_target_hierarchy.csv,data/generated/unified-recoverability/periodic_same_record_target_hierarchy.csv,OCP / recoverability core,artifact,supporting,high,tracked_clean,301
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/unified-recoverability/rank_only_classifier_witnesses.csv,data/generated/unified-recoverability/rank_only_classifier_witnesses.csv,OCP / recoverability core,artifact,supporting,high,tracked_clean,1474
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/unified-recoverability/restricted_linear_fiber_geometry.csv,data/generated/unified-recoverability/restricted_linear_fiber_geometry.csv,OCP / recoverability core,artifact,supporting,high,tracked_clean,164
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/unified-recoverability/unified_recoverability_summary.json,data/generated/unified-recoverability/unified_recoverability_summary.json,OCP / recoverability core,artifact,supporting,high,tracked_clean,34234
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/validations/browser_tool_qualification.json,data/generated/validations/browser_tool_qualification.json,OCP / recoverability core,artifact,supporting,high,tracked_clean,2526
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/validations/claim_registry.csv,data/generated/validations/claim_registry.csv,OCP / recoverability core,artifact,supporting,high,tracked_clean,28623
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/validations/operator_examples.json,data/generated/validations/operator_examples.json,OCP / recoverability core,artifact,supporting,high,tracked_clean,5731
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/validations/paper_reference_validation.json,data/generated/validations/paper_reference_validation.json,OCP / recoverability core,artifact,supporting,high,tracked_clean,4587
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/validations/professional_adversarial_matrix.csv,data/generated/validations/professional_adversarial_matrix.csv,OCP / recoverability core,artifact,supporting,high,tracked_clean,2131
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/validations/professional_known_results_matrix.csv,data/generated/validations/professional_known_results_matrix.csv,OCP / recoverability core,artifact,supporting,high,tracked_clean,5577
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/validations/professional_validation_summary.json,data/generated/validations/professional_validation_summary.json,OCP / recoverability core,artifact,supporting,high,tracked_clean,4745
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/validations/professional_workflows.json,data/generated/validations/professional_workflows.json,OCP / recoverability core,artifact,supporting,high,tracked_clean,2164
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/validations/system_summary.json,data/generated/validations/system_summary.json,OCP / recoverability core,artifact,supporting,high,tracked_clean,252
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/validations/tool_known_results_matrix.csv,data/generated/validations/tool_known_results_matrix.csv,OCP / recoverability core,artifact,supporting,high,tracked_clean,4549
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/validations/tool_qualification_summary.json,data/generated/validations/tool_qualification_summary.json,OCP / recoverability core,artifact,supporting,high,tracked_clean,21951
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/validations/validation_architecture_map.json,data/generated/validations/validation_architecture_map.json,OCP / recoverability core,artifact,supporting,high,tracked_clean,2320
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/data/generated/validations/workbench_examples.json,data/generated/validations/workbench_examples.json,OCP / recoverability core,artifact,supporting,high,tracked_clean,338469
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/discovery/README.md,discovery/README.md,OCP / recoverability core,canonical_report,exploratory,low,tracked_clean,578
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/discovery/anomaly_catalog.csv,discovery/anomaly_catalog.csv,OCP / recoverability core,narrative_doc,exploratory,low,tracked_clean,3872
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/discovery/formation_secondary_program.md,discovery/formation_secondary_program.md,OCP / recoverability core,narrative_doc,exploratory,low,untracked_local,2439
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/discovery/formation_to_recoverability_bridge_report.md,discovery/formation_to_recoverability_bridge_report.md,OCP / recoverability core,narrative_doc,exploratory,low,untracked_local,2025
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/discovery/new_structures_report.md,discovery/new_structures_report.md,OCP / recoverability core,narrative_doc,exploratory,low,tracked_clean,5669
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/discovery/run_new_structure_exploration.py,discovery/run_new_structure_exploration.py,OCP / recoverability core,narrative_doc,exploratory,low,tracked_clean,49576
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/discovery/summary.json,discovery/summary.json,OCP / recoverability core,narrative_doc,exploratory,low,tracked_clean,4059
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/discovery/theory_candidates.md,discovery/theory_candidates.md,OCP / recoverability core,narrative_doc,exploratory,low,tracked_clean,3513
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/discovery/witness_catalog.csv,discovery/witness_catalog.csv,OCP / recoverability core,narrative_doc,exploratory,low,tracked_clean,31686
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/anomalies/anomaly_priority_queue.md,docs/anomalies/anomaly_priority_queue.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,651
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/anomalies/master_anomaly_engine_report.md,docs/anomalies/master_anomaly_engine_report.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,573
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/anomalies/ranked_anomalies.md,docs/anomalies/ranked_anomalies.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,526
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/anomalies/repeatability_tables.md,docs/anomalies/repeatability_tables.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,424
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/applications/app-engine-recoverability.md,docs/applications/app-engine-recoverability.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,2301
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/applications/practical-use-cases.md,docs/applications/practical-use-cases.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,3307
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/control/control-extension.md,docs/control/control-extension.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,3321
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/control/worked-linear-example.md,docs/control/worked-linear-example.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,1246
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/discovery-mixer/augmentation-guide.md,docs/discovery-mixer/augmentation-guide.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,1291
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/discovery-mixer/building-block-reference.md,docs/discovery-mixer/building-block-reference.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,1391
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/discovery-mixer/compatibility-rules.md,docs/discovery-mixer/compatibility-rules.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,1657
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/discovery-mixer/custom-input-guide.md,docs/discovery-mixer/custom-input-guide.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,1458
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/discovery-mixer/demo-walkthroughs.md,docs/discovery-mixer/demo-walkthroughs.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,2075
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/discovery-mixer/developer-reference.md,docs/discovery-mixer/developer-reference.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,1516
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/discovery-mixer/diagnostics-guide.md,docs/discovery-mixer/diagnostics-guide.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,1940
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/discovery-mixer/export-guide.md,docs/discovery-mixer/export-guide.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,739
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/discovery-mixer/final-report.md,docs/discovery-mixer/final-report.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,1859
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/discovery-mixer/limitations.md,docs/discovery-mixer/limitations.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,970
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/discovery-mixer/overview.md,docs/discovery-mixer/overview.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,3618
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/discovery-mixer/random-exploration-guide.md,docs/discovery-mixer/random-exploration-guide.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,1227
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/discovery-mixer/structured-mixer-guide.md,docs/discovery-mixer/structured-mixer-guide.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,2361
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/discovery-mixer/supported-scope.md,docs/discovery-mixer/supported-scope.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,4240
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/discovery-mixer/validation.md,docs/discovery-mixer/validation.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,1245
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/discovery/major_discovery_pass_final_summary.md,docs/discovery/major_discovery_pass_final_summary.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,576
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/discovery/master_discovery_portfolio.md,docs/discovery/master_discovery_portfolio.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,1079
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/discovery/new_discoveries_report.md,docs/discovery/new_discoveries_report.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,1152
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/discovery/two_steps_ahead_master.md,docs/discovery/two_steps_ahead_master.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,965
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/disproven-or-weak/weak-extensions.md,docs/disproven-or-weak/weak-extensions.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,1453
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/falsification/CHANGELOG_FALSIFICATION_PASS.md,docs/falsification/CHANGELOG_FALSIFICATION_PASS.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,1601
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/falsification/FULL_FALSIFICATION_AND_REPAIR_REPORT.md,docs/falsification/FULL_FALSIFICATION_AND_REPAIR_REPORT.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,4719
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/falsification/counterexample_catalog.md,docs/falsification/counterexample_catalog.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,7230
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/falsification/deep_falsification_report.md,docs/falsification/deep_falsification_report.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,1293
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/falsification/falsification_validation_results.md,docs/falsification/falsification_validation_results.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,1935
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/falsification/full_claim_audit.md,docs/falsification/full_claim_audit.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,12240
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/falsification/master_falsification_report.md,docs/falsification/master_falsification_report.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,721
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/falsification/theorem_falsification_report.md,docs/falsification/theorem_falsification_report.md,OCP / recoverability core,theorem_doc,canonical,high,tracked_clean,5954
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/falsification/wolfram_verification_report.md,docs/falsification/wolfram_verification_report.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,558
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/fiber-based-recoverability-and-impossibility/cfd-pde.md,docs/fiber-based-recoverability-and-impossibility/cfd-pde.md,OCP / recoverability core,no_go_doc,canonical,high,tracked_clean,856
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/fiber-based-recoverability-and-impossibility/coding-theory.md,docs/fiber-based-recoverability-and-impossibility/coding-theory.md,OCP / recoverability core,no_go_doc,canonical,high,tracked_clean,807
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/fiber-based-recoverability-and-impossibility/control-observability.md,docs/fiber-based-recoverability-and-impossibility/control-observability.md,OCP / recoverability core,no_go_doc,canonical,high,tracked_clean,744
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/fiber-based-recoverability-and-impossibility/decision-layer-theorem-assessment.md,docs/fiber-based-recoverability-and-impossibility/decision-layer-theorem-assessment.md,OCP / recoverability core,theorem_doc,canonical,high,tracked_clean,2824
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/fiber-based-recoverability-and-impossibility/discretization-risk-report.md,docs/fiber-based-recoverability-and-impossibility/discretization-risk-report.md,OCP / recoverability core,no_go_doc,canonical,high,tracked_clean,1047
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/fiber-based-recoverability-and-impossibility/false-positive-risk-report.md,docs/fiber-based-recoverability-and-impossibility/false-positive-risk-report.md,OCP / recoverability core,no_go_doc,canonical,high,tracked_clean,1374
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/fiber-based-recoverability-and-impossibility/falsification-harness.md,docs/fiber-based-recoverability-and-impossibility/falsification-harness.md,OCP / recoverability core,no_go_doc,canonical,high,tracked_clean,2154
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/fiber-based-recoverability-and-impossibility/family-decision-layer-report.md,docs/fiber-based-recoverability-and-impossibility/family-decision-layer-report.md,OCP / recoverability core,no_go_doc,canonical,high,tracked_clean,1920
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/fiber-based-recoverability-and-impossibility/family-restriction-risk-report.md,docs/fiber-based-recoverability-and-impossibility/family-restriction-risk-report.md,OCP / recoverability core,no_go_doc,canonical,high,tracked_clean,1202
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/fiber-based-recoverability-and-impossibility/fiber-formalism-core.md,docs/fiber-based-recoverability-and-impossibility/fiber-formalism-core.md,OCP / recoverability core,no_go_doc,canonical,high,tracked_clean,3229
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/fiber-based-recoverability-and-impossibility/fiber-geometry-and-classification.md,docs/fiber-based-recoverability-and-impossibility/fiber-geometry-and-classification.md,OCP / recoverability core,no_go_doc,canonical,high,tracked_clean,3257
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/fiber-based-recoverability-and-impossibility/fiber-threshold-laws.md,docs/fiber-based-recoverability-and-impossibility/fiber-threshold-laws.md,OCP / recoverability core,no_go_doc,canonical,high,tracked_clean,1079
